Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Year,Month,Log_Sales,z_score,iso_anomaly,lof_anomaly,knn_distance
1645,CA-2016-111829,2016-03-19,2016-03-20,First Class,FH-14365,Fred Hopkins,Corporate,United States,Seattle,Washington,98115.0,West,TEC-CO-10001766,Technology,Copiers,Canon PC940 Copier,3149.93,2016,3,8.055135509350539,2.396231919100072,-1,1,0.08677203523544463
1686,CA-2018-149489,2018-04-24,2018-04-27,First Class,DK-12835,Damala Kotsonis,Corporate,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,1.188,2018,4,0.17227122094045313,-2.393073946053839,-1,1,0.13668298678686755
1702,CA-2016-114069,2016-07-13,2016-07-15,Second Class,ND-18370,Natalie DeCherney,Consumer,United States,New York City,New York,10035.0,East,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,1931.04,2016,7,7.565813996869588,2.0989401855462435,-1,1,0.03506846247249129
1712,CA-2018-123491,2018-10-30,2018-11-05,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,San Francisco,California,94122.0,West,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",1702.12,2018,10,7.439629811935835,2.022275836791512,-1,1,0.02931901241423951
1757,CA-2016-135622,2016-12-08,2016-12-11,Second Class,TT-21460,Tonja Turnell,Home Office,United States,Fort Worth,Texas,76106.0,Central,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,1718.4,2016,12,7.449148904314546,2.0280592479086277,-1,1,0.036164236613451806
1765,CA-2017-110254,2017-08-04,2017-08-08,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Suffolk,Virginia,23434.0,South,OFF-LA-10004484,Office Supplies,Labels,Avery 476,4.13,2017,8,1.4182774069729414,-1.636051559716772,-1,1,0.02250513943101895
1792,CA-2015-120474,2015-12-01,2015-12-03,First Class,RP-19390,Resi Pölking,Consumer,United States,Madison,Wisconsin,53711.0,Central,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,2807.84,2015,12,7.940170783465296,2.326384054691505,-1,1,0.05726366912566139
1802,CA-2017-149461,2017-11-13,2017-11-19,Standard Class,AS-10135,Adrian Shami,Home Office,United States,Auburn,Washington,98002.0,West,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",4.18,2017,11,1.430311246536665,-1.6287402910846835,-1,1,0.0227067466261337
1804,CA-2018-158379,2018-09-22,2018-09-26,Second Class,JA-15970,Joseph Airdo,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,4663.736,2018,9,8.44757212265469,2.634660351334034,-1,1,0.11332868530700324
1806,US-2017-116729,2017-12-25,2017-12-28,First Class,GK-14620,Grace Kelly,Corporate,United States,Los Angeles,California,90049.0,West,TEC-PH-10002200,Technology,Phones,Samsung Galaxy Note 2,2575.944,2017,12,7.853971347857511,2.2740128039094385,-1,1,0.04872902340503149
1812,CA-2015-132612,2015-06-09,2015-06-11,Second Class,FO-14305,Frank Olsen,Consumer,United States,Harrisonburg,Virginia,22801.0,South,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,1441.3,2015,6,7.273300763089057,1.921221110991074,-1,1,0.022978259386096767
1831,CA-2018-145884,2018-10-21,2018-10-21,Same Day,SL-20155,Sara Luxemburg,Home Office,United States,Muskogee,Oklahoma,74403.0,Central,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,1439.92,2018,10,7.272342835471224,1.9206391133579008,-1,1,0.02278146734966846
1834,CA-2018-162691,2018-08-01,2018-08-07,Standard Class,AS-10045,Aaron Smayling,Corporate,United States,Austin,Texas,78745.0,Central,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,1439.982,2018,8,7.27238589249192,1.920665273042276,-1,1,0.02273841032897206
1837,CA-2018-122693,2018-02-19,2018-02-21,Second Class,NH-18610,Nicole Hansen,Corporate,United States,Roswell,Georgia,30076.0,South,OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,1245.86,2018,2,7.127581333484029,1.8326879467324513,-1,1,0.02125957082275587
1892,CA-2015-157623,2015-03-14,2015-03-18,Standard Class,DK-13225,Dean Katz,Corporate,United States,Huntington Beach,California,92646.0,West,OFF-AR-10003723,Office Supplies,Art,Avery Hi-Liter Fluorescent Desk Style Markers,3.38,2015,3,1.2178757094949273,-1.7578074329631748,-1,1,0.022741853836195647
1897,CA-2018-141789,2018-10-03,2018-10-06,First Class,AC-10450,Amy Cox,Consumer,United States,Minneapolis,Minnesota,55407.0,Central,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,1793.98,2018,10,7.4921918942845815,2.0542104077884624,-1,1,0.04304298997003553
1944,CA-2018-144064,2018-08-29,2018-09-01,First Class,CP-12085,Cathy Prescott,Corporate,United States,Quincy,Illinois,62301.0,Central,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,3.24,2018,8,1.1755733298042381,-1.7835086283345651,-1,1,0.022472855852058604
1977,CA-2015-110408,2015-10-18,2015-10-20,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Montgomery,Alabama,36116.0,South,TEC-PH-10002352,Technology,Phones,Avaya IP Phone 1140E VoIP phone,1394.95,2015,10,7.240613851319209,1.901361880573614,-1,1,0.02246633885899918
1980,CA-2017-112669,2017-04-14,2017-04-14,Same Day,KT-16465,Kean Takahito,Consumer,United States,Glendale,Arizona,85301.0,West,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,933.536,2017,4,6.83897952678023,1.6573452952583259,-1,1,0.021772782250761402
1987,CA-2017-147417,2017-07-25,2017-07-27,First Class,CB-12415,Christy Brittain,Consumer,United States,Columbus,Ohio,43229.0,East,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,1439.976,2017,7,7.27238172576449,1.920662741509144,-1,1,0.022742577056402702
2050,CA-2016-142237,2016-07-11,2016-07-13,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,2.502,2016,7,0.9170904120447193,-1.9405522750059765,-1,1,0.046634216514363724
2071,CA-2017-146521,2017-07-21,2017-07-23,Second Class,CC-12610,Corey Catlett,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,1.941,2017,7,0.6632033041868732,-2.0948036955890132,-1,1,0.04974650366925182
2107,US-2015-152723,2015-09-26,2015-09-26,Same Day,HG-14965,Henry Goldwyn,Corporate,United States,Mesquite,Texas,75150.0,Central,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,0.876,2015,9,-0.13238918804574562,-2.5781731473407468,-1,-1,0.35393145799298154
2121,US-2018-168690,2018-01-07,2018-01-13,Standard Class,TS-21085,Thais Sissman,Consumer,United States,Ormond Beach,Florida,32174.0,South,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,2.808,2018,1,1.0324724861635646,-1.87045084688378,-1,-1,0.025317807984289953
2138,CA-2016-156377,2016-12-31,2017-01-05,Standard Class,TB-21625,Trudy Brown,Consumer,United States,Grand Prairie,Texas,75051.0,Central,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,3.656,2016,12,1.2963696535919036,-1.710117723602653,-1,1,0.0253861863904159
2183,CA-2017-128818,2017-05-07,2017-05-11,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York,10009.0,East,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,3999.95,2017,5,8.294037140023901,2.541378776779838,-1,1,0.12575841436439816
2190,CA-2018-143063,2018-08-10,2018-08-15,Standard Class,IL-15100,Ivan Liston,Consumer,United States,Columbus,Indiana,47201.0,Central,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,1454.49,2018,8,7.282410602696771,1.926755876866466,-1,1,0.022132243199842527
2214,CA-2018-129378,2018-10-01,2018-10-02,First Class,NS-18505,Neola Schneider,Consumer,United States,San Jose,California,95123.0,West,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,1.44,2018,10,0.36464311358790924,-2.276196653734876,-1,1,0.12405264866997881
2218,CA-2015-151953,2015-09-20,2015-09-25,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Jacksonville,Florida,32216.0,South,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,2.816,2015,9,1.035317438295796,-1.8687223703510796,-1,-1,0.022472855852058604
2221,CA-2018-130841,2018-07-28,2018-08-01,Standard Class,MH-17620,Matt Hagelstein,Corporate,United States,San Francisco,California,94110.0,West,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,1145.6,2018,7,7.043683796206381,1.7817152352084717,-1,-1,0.022614117733568584
2299,CA-2016-113145,2016-11-01,2016-11-05,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011.0,East,TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,1399.93,2016,11,7.244177514353308,1.9035270164488745,-1,1,0.026030001893098564
2347,CA-2017-159373,2017-03-13,2017-03-18,Standard Class,LT-17110,Liz Thompson,Consumer,United States,San Antonio,Texas,78207.0,Central,OFF-BI-10004141,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,1.272,2017,3,0.24059046491793043,-2.3515659682537793,-1,1,0.12405264866997881
2354,CA-2016-111514,2016-08-31,2016-09-02,First Class,SC-20260,Scott Cohen,Corporate,United States,San Francisco,California,94122.0,West,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1552.831,2016,8,7.347834995591639,1.9665050615728696,-1,1,0.028709425445131664
2373,CA-2017-159940,2017-07-07,2017-07-11,Second Class,BF-11020,Barry Französisch,Corporate,United States,Aurora,Illinois,60505.0,Central,OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,2.632,2017,7,0.9677440134630708,-1.9097772189491622,-1,1,0.024025179586989798
2419,CA-2017-107202,2017-05-21,2017-05-28,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,Sparks,Nevada,89431.0,West,TEC-MA-10000112,Technology,Machines,Panasonic KX MB2061 Multifunction Printer,2396.4,2017,5,7.78172289020977,2.230117596621728,-1,1,0.05176780275307369
2428,CA-2017-169922,2017-06-11,2017-06-17,Standard Class,MZ-17515,Mary Zewe,Corporate,United States,Arlington,Texas,76017.0,Central,OFF-BI-10003784,Office Supplies,Binders,Computer Printout Index Tabs,1.344,2017,6,0.29565024210095786,-2.3181139000525737,-1,1,0.1200176734577999
2493,CA-2015-144624,2015-11-19,2015-11-23,Standard Class,JM-15865,John Murray,Consumer,United States,Jamestown,New York,14701.0,East,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,4548.81,2015,11,8.42262093927631,2.619501033029862,-1,1,0.08961215868968786
2502,CA-2018-131618,2018-06-17,2018-06-20,First Class,LS-17200,Luke Schmidt,Corporate,United States,Skokie,Illinois,60076.0,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,2.304,2018,6,0.8346467428336447,-1.990641675768329,-1,1,0.035809452696710875
2506,CA-2015-143917,2015-07-25,2015-07-27,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,San Francisco,California,94122.0,West,OFF-SU-10000151,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,8187.65,2015,7,9.010382200386374,2.9766007308241575,-1,-1,0.53401433682928
2535,US-2018-117723,2018-08-15,2018-08-18,Second Class,DL-13495,Dionis Lloyd,Corporate,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1801.632,2018,8,7.496448199776972,2.056796364886387,-1,1,0.040053329161527707
2548,US-2016-128090,2016-08-16,2016-08-22,Standard Class,JM-15865,John Murray,Consumer,United States,Phoenix,Arizona,85023.0,West,OFF-AR-10002255,Office Supplies,Art,Newell 346,2.304,2016,8,0.8346467428336447,-1.990641675768329,-1,1,0.035809452696710875
2549,US-2016-128090,2016-08-16,2016-08-22,Standard Class,JM-15865,John Murray,Consumer,United States,Phoenix,Arizona,85023.0,West,TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini,1879.96,2016,8,7.5390057790019,2.08265260905494,-1,1,0.04255757922492798
2559,CA-2016-147788,2016-05-31,2016-06-04,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Orem,Utah,84057.0,West,FUR-BO-10004357,Furniture,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases,1406.86,2016,5,7.249115549676126,1.9065271647031934,-1,1,0.0232661760883639
2568,CA-2018-123967,2018-11-01,2018-11-03,Second Class,SF-20200,Sarah Foster,Consumer,United States,Bellingham,Washington,98226.0,West,FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables,2665.62,2018,11,7.888191954945577,2.2948038448610077,-1,1,0.04916845540139114
2573,CA-2017-155845,2017-08-12,2017-08-15,Second Class,CM-12235,Chris McAfee,Consumer,United States,Carrollton,Texas,75007.0,Central,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,1399.944,2017,8,7.244187514803329,1.9035330923132032,-1,1,0.02604000234311954
2606,CA-2015-112718,2015-12-16,2015-12-21,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Jacksonville,Florida,32216.0,South,OFF-BI-10000591,Office Supplies,Binders,Avery Binder Labels,1.167,2015,12,0.15443635330441896,-2.4039096820310637,-1,1,0.15451785442290172
2609,CA-2015-127446,2015-11-25,2015-11-30,Standard Class,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,76017.0,Central,OFF-LA-10001317,Office Supplies,Labels,Avery 520,2.52,2015,11,0.9242589015233319,-1.9361969940512236,-1,1,0.04044096955851073
2619,CA-2018-115931,2018-12-22,2018-12-26,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,Carlsbad,New Mexico,88220.0,West,OFF-AR-10000369,Office Supplies,Art,Design Ebony Sketching Pencil,4.17,2018,12,1.4279160358107101,-1.6301955231371954,-1,1,0.0218190473946398
2624,CA-2018-127180,2018-10-22,2018-10-24,First Class,TA-21385,Tom Ashbrook,Home Office,United States,New York City,New York,10024.0,East,TEC-CO-10004722,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,11199.968,2018,10,9.323666200136246,3.166939273080549,-1,-1,0.8241096235158629
2625,CA-2018-127180,2018-10-22,2018-10-24,First Class,TA-21385,Tom Ashbrook,Home Office,United States,New York City,New York,10024.0,East,TEC-PH-10001494,Technology,Phones,Polycom CX600 IP Phone VoIP phone,2399.6,2018,10,7.783057335778938,2.230928351159332,-1,1,0.05310224832224186
2661,CA-2018-123372,2018-11-28,2018-12-02,Standard Class,DG-13300,Deirdre Greer,Corporate,United States,New York City,New York,10035.0,East,TEC-PH-10002834,Technology,Phones,Google Nexus 5,1979.89,2018,11,7.590796566589758,2.114118572907719,-1,1,0.028368118752797322
2664,CA-2017-164784,2017-05-01,2017-05-04,First Class,HF-14995,Herbert Flentye,Consumer,United States,Memphis,Tennessee,38109.0,South,OFF-LA-10001569,Office Supplies,Labels,Avery 499,3.984,2017,5,1.3822863397223517,-1.6579182598361475,-1,1,0.02130978658675109
2666,CA-2017-164784,2017-05-01,2017-05-04,First Class,HF-14995,Herbert Flentye,Consumer,United States,Memphis,Tennessee,38109.0,South,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,2.742,2017,5,1.0086875811401226,-1.8849015821702395,-1,1,0.023784905023441993
2698,CA-2015-145317,2015-03-18,2015-03-23,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216.0,South,TEC-MA-10002412,Technology,Machines,Cisco TelePresence System EX90 Videoconferencing Unit,22638.48,2015,3,10.027406392254088,3.5945030248262113,-1,-1,1.5278498156337044
2710,CA-2016-121797,2016-01-30,2016-02-06,Standard Class,CC-12145,Charles Crestani,Consumer,United States,Los Angeles,California,90049.0,West,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,1919.976,2016,1,7.560067964943702,2.095449131609863,-1,1,0.03378668614742253
2728,CA-2018-119193,2018-12-22,2018-12-24,First Class,SK-19990,Sally Knutson,Consumer,United States,Toledo,Ohio,43615.0,East,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,1.641,2018,12,0.4953058121079539,-2.196811343334575,-1,1,0.08579186464336852
2762,CA-2018-126536,2018-10-12,2018-10-14,First Class,NK-18490,Neil Knudson,Home Office,United States,San Francisco,California,94110.0,West,TEC-AC-10003709,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,0.99,2018,10,-0.01005033585350145,-2.5038450654528,-1,-1,0.23159260580073737
2768,CA-2018-167752,2018-01-15,2018-01-18,First Class,RW-19690,Robert Waldorf,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1924.16,2018,1,7.562244787851204,2.09677168015781,-1,1,0.03596350905492418
2780,CA-2018-108322,2018-04-30,2018-05-05,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Pompano Beach,Florida,33068.0,South,TEC-AC-10003433,Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack,2.376,2018,4,0.8654184015003984,-1.9719460747860973,-1,1,0.038394808862644014
2827,US-2015-112914,2015-09-25,2015-09-30,Standard Class,MT-18070,Michelle Tran,Home Office,United States,Houston,Texas,77041.0,Central,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,2.724,2015,9,1.002101388287266,-1.888903083516089,-1,1,0.02178735418490718
2849,CA-2018-157854,2018-04-08,2018-04-15,Standard Class,DM-13345,Denise Monton,Corporate,United States,Roswell,Georgia,30076.0,South,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,2690.97,2018,4,7.897657002392745,2.3005544204886172,-1,1,0.044510546751824975
2942,CA-2018-155880,2018-03-25,2018-03-31,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,Milwaukee,Wisconsin,53209.0,Central,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",1526.56,2018,3,7.330772117003535,1.9561383545602213,-1,1,0.026229271106921637
2958,CA-2018-168900,2018-05-04,2018-05-09,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,Springfield,Ohio,45503.0,East,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,2.313,2018,5,0.8385453832493022,-1.9882730213394701,-1,1,0.03442022388647925
2998,CA-2015-138317,2015-06-21,2015-06-25,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,3.984,2015,6,1.3822863397223517,-1.6579182598361475,-1,1,0.02130978658675109
3012,CA-2018-134845,2018-04-17,2018-04-23,Standard Class,SR-20425,Sharelle Roach,Home Office,United States,Louisville,Colorado,80027.0,West,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,2549.985,2018,4,7.843842755782229,2.2678590857104304,-1,1,0.04933371709500278
3044,CA-2018-149559,2018-09-11,2018-09-12,Same Day,KF-16285,Karen Ferguson,Home Office,United States,Long Beach,California,90805.0,West,FUR-CH-10002320,Furniture,Chairs,Hon Pagoda Stacking Chairs,2054.272,2018,9,7.627676806258636,2.136525497813699,-1,1,0.036976209201150745
3056,US-2016-100377,2016-08-28,2016-09-01,Standard Class,TS-21370,Todd Sumrall,Corporate,United States,Chicago,Illinois,60623.0,Central,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,2799.96,2016,8,7.937360410346968,2.324676586953075,-1,1,0.06007404224398982
3071,CA-2015-119375,2015-11-17,2015-11-22,Standard Class,YC-21895,Yoseph Carroll,Corporate,United States,Newark,Delaware,19711.0,East,OFF-ST-10002011,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,2934.33,2015,11,7.98423442681578,2.353155321811858,-1,1,0.04687973085248753
3087,CA-2018-118773,2018-02-09,2018-02-14,Standard Class,TP-21415,Tom Prescott,Consumer,United States,Houston,Texas,77070.0,Central,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,3.984,2018,2,1.3822863397223517,-1.6579182598361475,-1,1,0.02130978658675109
3151,CA-2016-147830,2016-12-15,2016-12-18,First Class,NF-18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,43055.0,East,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,2025.36,2016,12,7.613502741517821,2.1279139159175013,-1,1,0.03697494511739308
3152,CA-2016-147830,2016-12-15,2016-12-18,First Class,NF-18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,43055.0,East,TEC-MA-10000418,Technology,Machines,Cubify CubeX 3D Printer Double Head Print,1799.994,2016,12,7.495538610545367,2.056243735679233,-1,1,0.0409629183931326
3194,CA-2015-165428,2015-09-01,2015-09-04,First Class,JL-15130,Jack Lebron,Consumer,United States,Houston,Texas,77036.0,Central,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,3.648,2015,9,1.294179072212085,-1.7114486312355406,-1,1,0.023295562603522058
3198,CA-2016-149384,2016-07-10,2016-07-10,Same Day,EH-13945,Eric Hoffmann,Consumer,United States,Tempe,Arizona,85281.0,West,OFF-BI-10003196,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,3.366,2016,7,1.2137250957686143,-1.7603291760677267,-1,1,0.022837530991333788
3214,CA-2017-132409,2017-05-26,2017-06-01,Standard Class,TH-21235,Tiffany House,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-AR-10001919,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",1.504,2017,5,0.4081282255276481,-2.2497768786328147,-1,1,0.11066556788751941
3235,CA-2017-138933,2017-04-24,2017-04-27,First Class,JL-15130,Jack Lebron,Consumer,United States,Riverside,California,92503.0,West,OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,3.984,2017,4,1.3822863397223517,-1.6579182598361475,-1,1,0.02130978658675109
3260,US-2017-162103,2017-11-13,2017-11-17,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Highland Park,Illinois,60035.0,Central,OFF-BI-10000285,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,3.136,2017,11,1.1429481024881614,-1.8033303818013346,-1,1,0.021451926717951375
3274,CA-2018-133865,2018-05-08,2018-05-12,Standard Class,PS-19045,Penelope Sewall,Home Office,United States,Los Angeles,California,90032.0,West,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,3359.952,2018,5,8.119681967140922,2.4354477063520354,-1,1,0.11919634238641841
3281,CA-2015-102988,2015-04-05,2015-04-09,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304.0,South,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,4164.05,2015,4,8.334243437347686,2.5658064782527705,-1,1,0.09536512782034556
3296,CA-2018-113418,2018-10-01,2018-10-03,First Class,CM-12655,Corinna Mitchell,Home Office,United States,New York City,New York,10035.0,East,TEC-MA-10002428,Technology,Machines,Fellowes Powershred HS-440 4-Sheet High Security Shredder,1704.89,2018,10,7.44125587150733,2.0232637640674267,-1,1,0.030945071985734707
3299,CA-2018-136308,2018-11-16,2018-11-16,Same Day,MW-18235,Mitch Willingham,Corporate,United States,San Francisco,California,94122.0,West,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,1919.976,2018,11,7.560067964943702,2.095449131609863,-1,1,0.03378668614742253
3304,US-2015-159926,2015-11-18,2015-11-22,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,1.944,2015,11,0.6647477060382473,-2.0938653802033462,-1,1,0.04820210181787776
3308,CA-2015-104738,2015-12-30,2016-01-01,Second Class,SP-20620,Stefania Perrino,Corporate,United States,Laredo,Texas,78041.0,Central,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,2.286,2015,12,0.8268035653726189,-1.9954068695406944,-1,1,0.03524215164914035
3326,CA-2015-165309,2015-11-11,2015-11-15,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Houston,Texas,77095.0,Central,OFF-BI-10001267,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",1.234,2015,11,0.21026092548319605,-2.369992955677089,-1,1,0.13190933225265453
3334,CA-2018-122595,2018-12-14,2018-12-20,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Chicago,Illinois,60653.0,Central,FUR-FU-10002963,Furniture,Furnishings,"Master Caster Door Stop, Gray",2.032,2018,12,0.7090205297162355,-2.0669670236732633,-1,1,0.0525373335278817
3385,CA-2016-130659,2016-12-04,2016-12-09,Second Class,MS-17365,Maribeth Schnelling,Consumer,United States,New York City,New York,10035.0,East,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,1799.75,2016,12,7.495403045349413,2.0561613718119456,-1,1,0.041098483589086854
3416,CA-2017-116540,2017-09-02,2017-09-02,Same Day,SS-20590,Sonia Sunley,Consumer,United States,Madison,Wisconsin,53711.0,Central,OFF-FA-10002676,Office Supplies,Fasteners,Colored Push Pins,1.81,2017,9,0.5933268452777344,-2.137257773478159,-1,1,0.05272872774836035
3427,CA-2016-153381,2016-09-24,2016-09-28,Standard Class,DE-13255,Deanra Eno,Home Office,United States,Dubuque,Iowa,52001.0,Central,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,1408.1,2016,9,7.249996556923266,1.907062428665834,-1,1,0.022385168841223546
3444,CA-2018-168858,2018-11-19,2018-11-23,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,New York City,New York,10011.0,East,OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,2504.74,2018,11,7.82594021571699,2.2569822347336013,-1,1,0.04427341120618333
3452,CA-2015-168592,2015-09-08,2015-09-14,Standard Class,DP-13390,Dennis Pardue,Home Office,United States,San Francisco,California,94110.0,West,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,4.02,2015,9,1.3912819026309295,-1.652452923808258,-1,1,0.02699550434201181
3459,CA-2018-136448,2018-09-16,2018-09-18,First Class,AS-10090,Adam Shillingsburg,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-BI-10002393,Office Supplies,Binders,Binder Posts,3.444,2018,9,1.2366335865654843,-1.7464109142125042,-1,1,0.021827403044521354
