Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Year,Month,Log_Sales,z_score,iso_anomaly
1812,CA-2015-132612,2015-06-09,2015-06-11,Second Class,FO-14305,Frank Olsen,Consumer,United States,Harrisonburg,Virginia,22801.0,South,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,1441.3,2015,6,7.273300763089057,1.921221110991074,-1
1814,US-2018-161193,2018-11-20,2018-11-26,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Newark,Ohio,43055.0,East,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",4.656,2018,11,1.5381567104291367,-1.5632177990242964,-1
1828,CA-2017-109344,2017-02-08,2017-02-11,Second Class,CH-12070,Cathy Hwang,Home Office,United States,Raleigh,North Carolina,27604.0,South,TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini,1127.976,2017,2,7.028180155235909,1.7722958571861593,-1
1831,CA-2018-145884,2018-10-21,2018-10-21,Same Day,SL-20155,Sara Luxemburg,Home Office,United States,Muskogee,Oklahoma,74403.0,Central,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,1439.92,2018,10,7.272342835471224,1.9206391133579008,-1
1834,CA-2018-162691,2018-08-01,2018-08-07,Standard Class,AS-10045,Aaron Smayling,Corporate,United States,Austin,Texas,78745.0,Central,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,1439.982,2018,8,7.27238589249192,1.920665273042276,-1
1837,CA-2018-122693,2018-02-19,2018-02-21,Second Class,NH-18610,Nicole Hansen,Corporate,United States,Roswell,Georgia,30076.0,South,OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,1245.86,2018,2,7.127581333484029,1.8326879467324513,-1
1892,CA-2015-157623,2015-03-14,2015-03-18,Standard Class,DK-13225,Dean Katz,Corporate,United States,Huntington Beach,California,92646.0,West,OFF-AR-10003723,Office Supplies,Art,Avery Hi-Liter Fluorescent Desk Style Markers,3.38,2015,3,1.2178757094949273,-1.7578074329631748,-1
1897,CA-2018-141789,2018-10-03,2018-10-06,First Class,AC-10450,Amy Cox,Consumer,United States,Minneapolis,Minnesota,55407.0,Central,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,1793.98,2018,10,7.4921918942845815,2.0542104077884624,-1
1907,US-2017-150567,2017-05-17,2017-05-21,Standard Class,RP-19855,Roy Phan,Corporate,United States,Apopka,Florida,32712.0,South,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,2.952,2017,5,1.082482906738226,-1.8400665611960014,-1
1915,CA-2018-124597,2018-04-30,2018-05-05,Standard Class,AS-10630,Ann Steele,Home Office,United States,Boynton Beach,Florida,33437.0,South,OFF-LA-10003190,Office Supplies,Labels,Avery 474,4.608,2018,4,1.52779392339359,-1.569513804500587,-1
1944,CA-2018-144064,2018-08-29,2018-09-01,First Class,CP-12085,Cathy Prescott,Corporate,United States,Quincy,Illinois,62301.0,Central,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,3.24,2018,8,1.1755733298042381,-1.7835086283345651,-1
1954,CA-2018-157987,2018-09-02,2018-09-06,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009.0,East,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,1282.41,2018,9,7.156496399143917,1.850255557754224,-1
1974,CA-2015-148950,2015-12-14,2015-12-19,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Chicago,Illinois,60610.0,Central,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,2.896,2015,12,1.06333047452347,-1.8517027955116114,-1
1977,CA-2015-110408,2015-10-18,2015-10-20,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Montgomery,Alabama,36116.0,South,TEC-PH-10002352,Technology,Phones,Avaya IP Phone 1140E VoIP phone,1394.95,2015,10,7.240613851319209,1.901361880573614,-1
1980,CA-2017-112669,2017-04-14,2017-04-14,Same Day,KT-16465,Kean Takahito,Consumer,United States,Glendale,Arizona,85301.0,West,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,933.536,2017,4,6.83897952678023,1.6573452952583259,-1
1982,CA-2016-119592,2016-12-14,2016-12-16,Second Class,MM-18280,Muhammed MacIntyre,Corporate,United States,Columbus,Georgia,31907.0,South,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,3.76,2016,12,1.324418957401803,-1.6930761140638786,-1
1987,CA-2017-147417,2017-07-25,2017-07-27,First Class,CB-12415,Christy Brittain,Consumer,United States,Columbus,Ohio,43229.0,East,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,1439.976,2017,7,7.27238172576449,1.920662741509144,-1
1989,CA-2016-127509,2016-11-09,2016-11-13,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807.0,Central,FUR-TA-10002855,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,1024.38,2016,11,6.931842830511197,1.7137652397029095,-1
2009,CA-2015-116407,2015-11-15,2015-11-21,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Johnson City,Tennessee,37604.0,South,OFF-AR-10001315,Office Supplies,Art,Newell 310,4.224,2015,11,1.4407825464039603,-1.6223783576509243,-1
2021,CA-2017-168354,2017-09-19,2017-09-21,First Class,RH-19510,Rick Huthwaite,Home Office,United States,Providence,Rhode Island,2908.0,East,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",1606.23,2017,9,7.381645097204143,1.9870466961906685,-1
2040,CA-2016-122287,2016-06-18,2016-06-23,Standard Class,SN-20560,Skye Norling,Home Office,United States,Peoria,Arizona,85345.0,West,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,4.536,2016,6,1.5120455664254508,-1.5790818619521072,-1
2050,CA-2016-142237,2016-07-11,2016-07-13,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,2.502,2016,7,0.9170904120447193,-1.9405522750059765,-1
2057,CA-2018-120376,2018-12-22,2018-12-25,First Class,TP-21130,Theone Pippenger,Consumer,United States,Detroit,Michigan,48227.0,Central,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,1586.69,2018,12,7.369405364331579,1.9796103352069234,-1
2071,CA-2017-146521,2017-07-21,2017-07-23,Second Class,CC-12610,Corey Catlett,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,1.941,2017,7,0.6632033041868732,-2.0948036955890132,-1
2089,CA-2017-140501,2017-06-23,2017-06-28,Standard Class,IM-15070,Irene Maddox,Consumer,United States,New York City,New York,10009.0,East,OFF-FA-10004076,Office Supplies,Fasteners,Translucent Push Pins by OIC,3.96,2017,6,1.3762440252663892,-1.6615893229173162,-1
2107,US-2015-152723,2015-09-26,2015-09-26,Same Day,HG-14965,Henry Goldwyn,Corporate,United States,Mesquite,Texas,75150.0,Central,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,0.876,2015,9,-0.13238918804574562,-2.5781731473407468,-1
2114,CA-2016-164882,2016-10-31,2016-10-31,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374.0,West,TEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX Conference phone,1295.84,2016,10,7.16691441250068,1.8565851164840572,-1
2121,US-2018-168690,2018-01-07,2018-01-13,Standard Class,TS-21085,Thais Sissman,Consumer,United States,Ormond Beach,Florida,32174.0,South,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,2.808,2018,1,1.0324724861635646,-1.87045084688378,-1
2138,CA-2016-156377,2016-12-31,2017-01-05,Standard Class,TB-21625,Trudy Brown,Consumer,United States,Grand Prairie,Texas,75051.0,Central,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,3.656,2016,12,1.2963696535919036,-1.710117723602653,-1
2142,CA-2015-159520,2015-06-06,2015-06-11,Standard Class,GT-14635,Grant Thornton,Corporate,United States,Long Beach,New York,11561.0,East,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",991.764,2015,6,6.899485175755605,1.6941060523778873,-1
2183,CA-2017-128818,2017-05-07,2017-05-11,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York,10009.0,East,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,3999.95,2017,5,8.294037140023901,2.541378776779838,-1
2190,CA-2018-143063,2018-08-10,2018-08-15,Standard Class,IL-15100,Ivan Liston,Consumer,United States,Columbus,Indiana,47201.0,Central,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,1454.49,2018,8,7.282410602696771,1.926755876866466,-1
2197,CA-2017-136483,2017-12-01,2017-12-06,Standard Class,AG-10390,Allen Goldenen,Consumer,United States,Knoxville,Tennessee,37918.0,South,OFF-AR-10000940,Office Supplies,Art,Newell 343,4.704,2017,12,1.5484132105963258,-1.5569863691011792,-1
2214,CA-2018-129378,2018-10-01,2018-10-02,First Class,NS-18505,Neola Schneider,Consumer,United States,San Jose,California,95123.0,West,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,1.44,2018,10,0.36464311358790924,-2.276196653734876,-1
2218,CA-2015-151953,2015-09-20,2015-09-25,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Jacksonville,Florida,32216.0,South,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,2.816,2015,9,1.035317438295796,-1.8687223703510796,-1
2221,CA-2018-130841,2018-07-28,2018-08-01,Standard Class,MH-17620,Matt Hagelstein,Corporate,United States,San Francisco,California,94110.0,West,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,1145.6,2018,7,7.043683796206381,1.7817152352084717,-1
2227,CA-2018-130771,2018-07-29,2018-08-03,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Austin,Texas,78745.0,Central,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,2.896,2018,7,1.06333047452347,-1.8517027955116114,-1
2240,CA-2017-146633,2017-11-15,2017-11-17,Second Class,TG-21310,Toby Gnade,Consumer,United States,Los Angeles,California,90049.0,West,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1016.792,2017,11,6.92440785202368,1.7092480509280228,-1
2258,CA-2018-105214,2018-06-16,2018-06-19,First Class,TS-21610,Troy Staebel,Consumer,United States,San Francisco,California,94122.0,West,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,1212.96,2018,6,7.100818932307994,1.816428206588702,-1
2274,CA-2016-142944,2016-03-06,2016-03-11,Standard Class,JL-15850,John Lucas,Consumer,United States,San Francisco,California,94122.0,West,TEC-CO-10003763,Technology,Copiers,Canon PC1060 Personal Laser Copier,1119.984,2016,3,7.021069678472813,1.7679758223841384,-1
2299,CA-2016-113145,2016-11-01,2016-11-05,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011.0,East,TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,1399.93,2016,11,7.244177514353308,1.9035270164488745,-1
2347,CA-2017-159373,2017-03-13,2017-03-18,Standard Class,LT-17110,Liz Thompson,Consumer,United States,San Antonio,Texas,78207.0,Central,OFF-BI-10004141,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,1.272,2017,3,0.24059046491793043,-2.3515659682537793,-1
2354,CA-2016-111514,2016-08-31,2016-09-02,First Class,SC-20260,Scott Cohen,Corporate,United States,San Francisco,California,94122.0,West,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1552.831,2016,8,7.347834995591639,1.9665050615728696,-1
2358,US-2015-148838,2015-03-17,2015-03-21,Standard Class,CP-12340,Christine Phan,Corporate,United States,New York City,New York,10024.0,East,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,1579.746,2015,3,7.365019353604149,1.9769455745142406,-1
2359,US-2015-148838,2015-03-17,2015-03-21,Standard Class,CP-12340,Christine Phan,Corporate,United States,New York City,New York,10024.0,East,FUR-TA-10001950,Furniture,Tables,Balt Solid Wood Round Tables,1071.576,2015,3,6.976885741003077,1.7411314694779843,-1
2373,CA-2017-159940,2017-07-07,2017-07-11,Second Class,BF-11020,Barry Französisch,Corporate,United States,Aurora,Illinois,60505.0,Central,OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,2.632,2017,7,0.9677440134630708,-1.9097772189491622,-1
2392,US-2016-127040,2016-12-06,2016-12-10,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,New York,10009.0,East,TEC-AC-10002637,Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),1619.91,2016,12,7.390125871127608,1.99219926749047,-1
2404,US-2017-110170,2017-09-27,2017-10-03,Standard Class,HM-14860,Harry Marie,Corporate,United States,Huntsville,Texas,77340.0,Central,FUR-BO-10000780,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,956.6648,2017,9,6.863453068864141,1.6722144182515881,-1
2405,CA-2018-108574,2018-10-07,2018-10-11,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Los Angeles,California,90045.0,West,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,1115.91,2018,10,7.01742549452797,1.7657617652975035,-1
2419,CA-2017-107202,2017-05-21,2017-05-28,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,Sparks,Nevada,89431.0,West,TEC-MA-10000112,Technology,Machines,Panasonic KX MB2061 Multifunction Printer,2396.4,2017,5,7.78172289020977,2.230117596621728,-1
2428,CA-2017-169922,2017-06-11,2017-06-17,Standard Class,MZ-17515,Mary Zewe,Corporate,United States,Arlington,Texas,76017.0,Central,OFF-BI-10003784,Office Supplies,Binders,Computer Printout Index Tabs,1.344,2017,6,0.29565024210095786,-2.3181139000525737,-1
2466,CA-2018-148691,2018-12-03,2018-12-09,Standard Class,CS-12460,Chuck Sachs,Consumer,United States,New York City,New York,10009.0,East,OFF-LA-10001317,Office Supplies,Labels,Avery 520,3.15,2018,12,1.1474024528375417,-1.800624100750029,-1
2477,CA-2017-114972,2017-11-03,2017-11-06,First Class,PF-19225,Phillip Flathmann,Consumer,United States,Los Angeles,California,90032.0,West,OFF-AP-10003057,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,1101.48,2017,11,7.004410009019,1.7578540887467875,-1
2478,CA-2018-102750,2018-09-04,2018-09-08,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Los Angeles,California,90036.0,West,FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,1322.352,2018,9,7.187167248207386,1.8688899109454735,-1
2482,CA-2018-147956,2018-12-24,2018-12-31,Standard Class,AH-10210,Alan Hwang,Consumer,United States,Seattle,Washington,98105.0,West,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,1003.62,2018,12,6.911368742551972,1.7013260214239696,-1
2484,CA-2018-126067,2018-08-28,2018-09-03,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,Seattle,Washington,98105.0,West,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",1137.75,2018,8,7.036807906896751,1.7775377261465464,-1
2493,CA-2015-144624,2015-11-19,2015-11-23,Standard Class,JM-15865,John Murray,Consumer,United States,Jamestown,New York,14701.0,East,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,4548.81,2015,11,8.42262093927631,2.619501033029862,-1
2502,CA-2018-131618,2018-06-17,2018-06-20,First Class,LS-17200,Luke Schmidt,Corporate,United States,Skokie,Illinois,60076.0,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,2.304,2018,6,0.8346467428336447,-1.990641675768329,-1
2506,CA-2015-143917,2015-07-25,2015-07-27,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,San Francisco,California,94122.0,West,OFF-SU-10000151,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,8187.65,2015,7,9.010382200386374,2.9766007308241575,-1
2511,CA-2017-136812,2017-11-18,2017-11-23,Standard Class,AW-10930,Arthur Wiediger,Home Office,United States,Oklahoma City,Oklahoma,73120.0,Central,OFF-ST-10003470,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1117.92,2017,11,7.019225094804141,1.7668551288062817,-1
2535,US-2018-117723,2018-08-15,2018-08-18,Second Class,DL-13495,Dionis Lloyd,Corporate,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1801.632,2018,8,7.496448199776972,2.056796364886387,-1
2540,CA-2016-113404,2016-07-16,2016-07-16,Same Day,EM-13810,Eleni McCrary,Corporate,United States,San Francisco,California,94122.0,West,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,1348.704,2016,7,7.206899410337351,1.880878365441659,-1
2548,US-2016-128090,2016-08-16,2016-08-22,Standard Class,JM-15865,John Murray,Consumer,United States,Phoenix,Arizona,85023.0,West,OFF-AR-10002255,Office Supplies,Art,Newell 346,2.304,2016,8,0.8346467428336447,-1.990641675768329,-1
2549,US-2016-128090,2016-08-16,2016-08-22,Standard Class,JM-15865,John Murray,Consumer,United States,Phoenix,Arizona,85023.0,West,TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini,1879.96,2016,8,7.5390057790019,2.08265260905494,-1
2559,CA-2016-147788,2016-05-31,2016-06-04,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Orem,Utah,84057.0,West,FUR-BO-10004357,Furniture,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases,1406.86,2016,5,7.249115549676126,1.9065271647031934,-1
2568,CA-2018-123967,2018-11-01,2018-11-03,Second Class,SF-20200,Sarah Foster,Consumer,United States,Bellingham,Washington,98226.0,West,FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables,2665.62,2018,11,7.888191954945577,2.2948038448610077,-1
2572,CA-2018-109778,2018-07-16,2018-07-21,Standard Class,VM-21685,Valerie Mitchum,Home Office,United States,Woodstock,Illinois,60098.0,Central,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",2.912,2018,7,1.0688401303344395,-1.848355354032852,-1
2573,CA-2017-155845,2017-08-12,2017-08-15,Second Class,CM-12235,Chris McAfee,Consumer,United States,Carrollton,Texas,75007.0,Central,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,1399.944,2017,8,7.244187514803329,1.9035330923132032,-1
2603,CA-2017-165848,2017-06-04,2017-06-04,Same Day,EN-13780,Edward Nazzal,Consumer,United States,New York City,New York,10035.0,East,TEC-MA-10003356,Technology,Machines,Panasonic KX MC6040 Color Laser Multifunction Printer,1349.85,2017,6,7.207748754148067,1.8813943919956333,-1
2606,CA-2015-112718,2015-12-16,2015-12-21,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Jacksonville,Florida,32216.0,South,OFF-BI-10000591,Office Supplies,Binders,Avery Binder Labels,1.167,2015,12,0.15443635330441896,-2.4039096820310637,-1
2609,CA-2015-127446,2015-11-25,2015-11-30,Standard Class,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,76017.0,Central,OFF-LA-10001317,Office Supplies,Labels,Avery 520,2.52,2015,11,0.9242589015233319,-1.9361969940512236,-1
2610,CA-2015-127446,2015-11-25,2015-11-30,Standard Class,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,76017.0,Central,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1218.735,2015,11,7.105568714544009,1.8193139799686393,-1
2619,CA-2018-115931,2018-12-22,2018-12-26,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,Carlsbad,New Mexico,88220.0,West,OFF-AR-10000369,Office Supplies,Art,Design Ebony Sketching Pencil,4.17,2018,12,1.4279160358107101,-1.6301955231371954,-1
2624,CA-2018-127180,2018-10-22,2018-10-24,First Class,TA-21385,Tom Ashbrook,Home Office,United States,New York City,New York,10024.0,East,TEC-CO-10004722,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,11199.968,2018,10,9.323666200136246,3.166939273080549,-1
2625,CA-2018-127180,2018-10-22,2018-10-24,First Class,TA-21385,Tom Ashbrook,Home Office,United States,New York City,New York,10024.0,East,TEC-PH-10001494,Technology,Phones,Polycom CX600 IP Phone VoIP phone,2399.6,2018,10,7.783057335778938,2.230928351159332,-1
2655,CA-2018-112515,2018-09-17,2018-09-21,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604.0,West,FUR-BO-10003404,Furniture,Bookcases,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",1292.94,2018,9,7.164673973982875,1.8552239176937122,-1
2661,CA-2018-123372,2018-11-28,2018-12-02,Standard Class,DG-13300,Deirdre Greer,Corporate,United States,New York City,New York,10035.0,East,TEC-PH-10002834,Technology,Phones,Google Nexus 5,1979.89,2018,11,7.590796566589758,2.114118572907719,-1
2664,CA-2017-164784,2017-05-01,2017-05-04,First Class,HF-14995,Herbert Flentye,Consumer,United States,Memphis,Tennessee,38109.0,South,OFF-LA-10001569,Office Supplies,Labels,Avery 499,3.984,2017,5,1.3822863397223517,-1.6579182598361475,-1
2666,CA-2017-164784,2017-05-01,2017-05-04,First Class,HF-14995,Herbert Flentye,Consumer,United States,Memphis,Tennessee,38109.0,South,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,2.742,2017,5,1.0086875811401226,-1.8849015821702395,-1
2674,CA-2015-126403,2015-09-09,2015-09-12,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852.0,East,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85,2015,9,7.1898090421750664,1.8704949568882971,-1
2687,CA-2017-133123,2017-09-06,2017-09-11,Standard Class,KB-16315,Karl Braun,Consumer,United States,Thomasville,North Carolina,27360.0,South,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,3.204,2017,9,1.1644000292061127,-1.7902970686945505,-1
2688,US-2017-128195,2017-08-04,2017-08-05,First Class,RA-19285,Ralph Arnett,Consumer,United States,Peoria,Illinois,61604.0,Central,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,3.98,2017,8,1.3812818192963463,-1.6585285653535224,-1
2698,CA-2015-145317,2015-03-18,2015-03-23,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216.0,South,TEC-MA-10002412,Technology,Machines,Cisco TelePresence System EX90 Videoconferencing Unit,22638.48,2015,3,10.027406392254088,3.5945030248262113,-1
2710,CA-2016-121797,2016-01-30,2016-02-06,Standard Class,CC-12145,Charles Crestani,Consumer,United States,Los Angeles,California,90049.0,West,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,1919.976,2016,1,7.560067964943702,2.095449131609863,-1
2728,CA-2018-119193,2018-12-22,2018-12-24,First Class,SK-19990,Sally Knutson,Consumer,United States,Toledo,Ohio,43615.0,East,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,1.641,2018,12,0.4953058121079539,-2.196811343334575,-1
2756,CA-2016-155306,2016-04-17,2016-04-21,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,94122.0,West,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,1447.65,2016,4,7.277696831021255,1.9238919820299485,-1
2762,CA-2018-126536,2018-10-12,2018-10-14,First Class,NK-18490,Neil Knudson,Home Office,United States,San Francisco,California,94110.0,West,TEC-AC-10003709,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,0.99,2018,10,-0.01005033585350145,-2.5038450654528,-1
2768,CA-2018-167752,2018-01-15,2018-01-18,First Class,RW-19690,Robert Waldorf,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1924.16,2018,1,7.562244787851204,2.09677168015781,-1
2780,CA-2018-108322,2018-04-30,2018-05-05,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Pompano Beach,Florida,33068.0,South,TEC-AC-10003433,Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack,2.376,2018,4,0.8654184015003984,-1.9719460747860973,-1
2794,CA-2015-154599,2015-04-12,2015-04-17,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,90278.0,West,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,1075.088,2015,4,6.980157797676495,1.7431194372576855,-1
2814,CA-2016-135685,2016-11-16,2016-11-18,Second Class,MP-18175,Mike Pelletier,Home Office,United States,Milwaukee,Wisconsin,53209.0,Central,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,999.96,2016,11,6.907715278182116,1.6991063259307453,-1
2819,CA-2016-104626,2016-09-01,2016-09-08,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,2038.0,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,1088.76,2016,9,6.992794712969538,1.7507971100319595,-1
2827,US-2015-112914,2015-09-25,2015-09-30,Standard Class,MT-18070,Michelle Tran,Home Office,United States,Houston,Texas,77041.0,Central,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,2.724,2015,9,1.002101388287266,-1.888903083516089,-1
2828,US-2015-112914,2015-09-25,2015-09-30,Standard Class,MT-18070,Michelle Tran,Home Office,United States,Houston,Texas,77041.0,Central,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,3.264,2015,9,1.1829534371018604,-1.7790247770499585,-1
2841,US-2015-125521,2015-03-14,2015-03-19,Standard Class,CK-12325,Christine Kargatis,Home Office,United States,Chesapeake,Virginia,23320.0,South,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,1139.92,2015,3,7.038713363487534,1.7786954036216551,-1
2849,CA-2018-157854,2018-04-08,2018-04-15,Standard Class,DM-13345,Denise Monton,Corporate,United States,Roswell,Georgia,30076.0,South,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,2690.97,2018,4,7.897657002392745,2.3005544204886172,-1
2857,CA-2017-128594,2017-08-26,2017-08-29,First Class,DJ-13510,Don Jones,Corporate,United States,San Diego,California,92037.0,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,1603.136,2017,8,7.3797169899340345,1.9858752570894076,-1
