Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Year,Month,Log_Sales,z_score,iso_anomaly,lof_anomaly
1906,CA-2018-154410,2018-10-21,2018-10-24,First Class,MD-17860,Michael Dominguez,Corporate,United States,Indianapolis,Indiana,46203.0,Central,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,909.12,2018,10,6.812477098665823,1.6412435041117033,1,-1
1916,CA-2018-124597,2018-04-30,2018-05-05,Standard Class,AS-10630,Ann Steele,Home Office,United States,Boynton Beach,Florida,33437.0,South,OFF-AR-10002280,Office Supplies,Art,Staples in misc. colors,15.528,2018,4,2.742644845866709,-0.8314200817857875,1,-1
1922,CA-2016-125178,2016-10-03,2016-10-09,Standard Class,MZ-17515,Mary Zewe,Corporate,United States,Reading,Pennsylvania,19601.0,East,OFF-ST-10002562,Office Supplies,Storage,Staple magnet,15.008,2016,10,2.708583392263869,-0.8521144275904711,1,-1
1924,CA-2017-156685,2017-07-08,2017-07-10,Second Class,SC-20230,Scot Coram,Corporate,United States,Arlington,Texas,76017.0,Central,OFF-AR-10000588,Office Supplies,Art,Newell 345,47.616,2017,7,3.8631688392106267,-0.1506355424327579,1,-1
1934,CA-2018-161200,2018-08-06,2018-08-10,Second Class,SV-20365,Seth Vernon,Consumer,United States,Lafayette,Louisiana,70506.0,South,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,15.4,2018,8,2.7343675094195836,-0.836449052797296,1,-1
1950,CA-2018-157987,2018-09-02,2018-09-06,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009.0,East,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,12.98,2018,9,2.563409711275944,-0.9403160173151224,1,-1
1956,CA-2018-157987,2018-09-02,2018-09-06,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009.0,East,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,238.0,2018,9,5.472270673671475,0.8269889061758325,1,-1
1961,CA-2018-110905,2018-09-10,2018-09-15,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807.0,Central,TEC-AC-10003023,Technology,Accessories,Logitech G105 Gaming Keyboard,296.85,2018,9,5.693226960716684,0.9612329071849743,1,-1
1962,CA-2018-110905,2018-09-10,2018-09-15,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807.0,Central,TEC-AC-10002217,Technology,Accessories,Imation Clip USB flash drive - 8 GB,112.8,2018,9,4.725616339063959,0.3733522770084399,1,-1
1966,CA-2018-110905,2018-09-10,2018-09-15,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807.0,Central,OFF-AP-10003281,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,24.18,2018,9,3.1855258451866466,-0.562343704214912,1,-1
1971,CA-2018-140242,2018-05-06,2018-05-11,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Chicago,Illinois,60623.0,Central,OFF-AR-10004752,Office Supplies,Art,Blackstonian Pencils,6.408,2018,5,1.8575472097660581,-1.3691691974268083,1,-1
1990,CA-2016-127509,2016-11-09,2016-11-13,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807.0,Central,OFF-EN-10000781,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",26.22,2016,11,3.2665224783355535,-0.5131334633677973,1,-1
1991,CA-2016-127509,2016-11-09,2016-11-13,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807.0,Central,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,17.34,2016,11,2.853015971352396,-0.7643631010624958,1,-1
1998,CA-2015-131905,2015-02-06,2015-02-09,First Class,ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320.0,South,OFF-LA-10002787,Office Supplies,Labels,Avery 480,15.0,2015,2,2.70805020110221,-0.8524383727282221,1,-1
2000,CA-2015-131905,2015-02-06,2015-02-09,First Class,ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320.0,South,TEC-PH-10001615,Technology,Phones,AT&T CL82213,144.95,2015,2,4.976388855367665,0.5257113991765804,1,-1
2004,CA-2018-163510,2018-12-25,2018-12-28,Second Class,JW-15955,Joni Wasserman,Consumer,United States,Louisville,Kentucky,40214.0,South,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",304.45,2018,12,5.718506870054583,0.9765919459344511,1,-1
2017,CA-2016-113110,2016-03-19,2016-03-23,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,92404.0,West,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,17.568,2016,3,2.86607906532712,-0.7564264995555806,1,-1
2020,CA-2016-113110,2016-03-19,2016-03-23,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,92404.0,West,OFF-PA-10002749,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",40.14,2016,3,3.692373343368192,-0.2544038987119227,1,-1
2025,US-2018-111241,2018-08-20,2018-08-22,Second Class,GM-14500,Gene McClure,Consumer,United States,Fresno,California,93727.0,West,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,239.12,2018,8,5.476965517975683,0.8298413015158342,1,-1
2049,CA-2016-142237,2016-07-11,2016-07-13,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",289.8,2016,7,5.669191029886582,0.9466296588874877,1,-1
2061,CA-2015-106439,2015-10-31,2015-11-04,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049.0,West,OFF-ST-10003996,Office Supplies,Storage,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",80.3,2015,10,4.385769620952716,0.16687531371775705,1,-1
2064,CA-2015-106439,2015-10-31,2015-11-04,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049.0,West,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",19.296,2015,10,2.959897820544775,-0.6994260618738127,1,-1
2077,CA-2018-140676,2018-09-12,2018-09-15,First Class,BF-11080,Bart Folk,Consumer,United States,Baltimore,Maryland,21215.0,East,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",39.9,2018,9,3.686376323895818,-0.2580474424140149,1,-1
2079,CA-2018-140676,2018-09-12,2018-09-15,First Class,BF-11080,Bart Folk,Consumer,United States,Baltimore,Maryland,21215.0,East,OFF-PA-10004243,Office Supplies,Paper,Xerox 1939,94.85,2018,9,4.552296696381023,0.26805035236815355,1,-1
2091,CA-2018-166142,2018-07-15,2018-07-19,Standard Class,MM-17260,Magdelene Morse,Consumer,United States,Wilmington,Delaware,19805.0,East,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,26.55,2018,7,3.279029747687948,-0.5055345581634348,1,-1
2093,CA-2015-145926,2015-11-17,2015-11-21,Standard Class,MP-17470,Mark Packer,Home Office,United States,Moorhead,Minnesota,56560.0,Central,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,479.9,2015,11,6.1735777488642,1.2530743956130599,1,-1
2094,CA-2016-149678,2016-04-13,2016-04-15,Second Class,AW-10840,Anthony Witt,Consumer,United States,Farmington,New Mexico,87401.0,West,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,12.88,2016,4,2.5556757206762075,-0.9450148736172438,1,-1
2101,US-2015-140116,2015-03-10,2015-03-17,Standard Class,KT-16480,Kean Thornton,Consumer,United States,Denver,Colorado,80219.0,West,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,636.408,2015,3,6.455839867094866,1.4245653117183217,1,-1
2102,US-2015-140116,2015-03-10,2015-03-17,Standard Class,KT-16480,Kean Thornton,Consumer,United States,Denver,Colorado,80219.0,West,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",83.168,2015,3,4.42086265845908,0.18819640770162852,1,-1
2105,CA-2018-167101,2018-03-24,2018-03-28,Second Class,BM-11650,Brian Moss,Corporate,United States,New York City,New York,10009.0,East,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,26.0,2018,3,3.258096538021482,-0.5182527200096947,1,-1
2107,US-2015-152723,2015-09-26,2015-09-26,Same Day,HG-14965,Henry Goldwyn,Corporate,United States,Mesquite,Texas,75150.0,Central,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,0.876,2015,9,-0.13238918804574562,-2.5781731473407468,-1,-1
2121,US-2018-168690,2018-01-07,2018-01-13,Standard Class,TS-21085,Thais Sissman,Consumer,United States,Ormond Beach,Florida,32174.0,South,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,2.808,2018,1,1.0324724861635646,-1.87045084688378,-1,-1
2136,CA-2016-122210,2016-11-30,2016-12-04,Standard Class,WB-21850,William Brown,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,TEC-PH-10002807,Technology,Phones,Motorla HX550 Universal Bluetooth Headset,94.92,2016,11,4.553034431567563,0.2684985700878245,1,-1
2159,CA-2018-148166,2018-10-21,2018-10-26,Standard Class,NK-18490,Neil Knudson,Home Office,United States,Deltona,Florida,32725.0,South,OFF-AR-10004956,Office Supplies,Art,Newell 33,17.856,2018,10,2.8823395861989005,-0.7465472722680864,1,-1
2177,CA-2017-125738,2017-10-15,2017-10-21,Standard Class,PB-18805,Patrick Bzostek,Home Office,United States,Salt Lake City,Utah,84106.0,West,OFF-PA-10003001,Office Supplies,Paper,Xerox 1986,60.12,2017,10,4.0963425648847736,-0.008968725510273647,1,-1
2178,CA-2017-125738,2017-10-15,2017-10-21,Standard Class,PB-18805,Patrick Bzostek,Home Office,United States,Salt Lake City,Utah,84106.0,West,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",41.72,2017,10,3.7309806301325716,-0.23094769064169401,1,-1
2179,CA-2017-125738,2017-10-15,2017-10-21,Standard Class,PB-18805,Patrick Bzostek,Home Office,United States,Salt Lake City,Utah,84106.0,West,OFF-PA-10001509,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",71.6,2017,10,4.2710950739666,0.0972037501375036,1,-1
2185,CA-2017-128818,2017-05-07,2017-05-11,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York,10009.0,East,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,63.68,2017,5,4.1538705415361274,0.025982919717445555,1,-1
2193,CA-2017-128412,2017-12-10,2017-12-17,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,Washington,98105.0,West,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,65.34,2017,12,4.179604406172924,0.04161776313588336,1,-1
2218,CA-2015-151953,2015-09-20,2015-09-25,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Jacksonville,Florida,32216.0,South,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,2.816,2015,9,1.035317438295796,-1.8687223703510796,-1,-1
2220,CA-2018-130841,2018-07-28,2018-08-01,Standard Class,MH-17620,Matt Hagelstein,Corporate,United States,San Francisco,California,94110.0,West,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,14.98,2018,7,2.7067159780890733,-0.8532489920498859,1,-1
2221,CA-2018-130841,2018-07-28,2018-08-01,Standard Class,MH-17620,Matt Hagelstein,Corporate,United States,San Francisco,California,94110.0,West,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,1145.6,2018,7,7.043683796206381,1.7817152352084717,-1,-1
2226,CA-2017-106383,2017-03-19,2017-03-21,Second Class,BT-11440,Bobby Trafton,Consumer,United States,Littleton,Colorado,80122.0,West,FUR-BO-10002202,Furniture,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",72.294,2017,3,4.280741138169194,0.10306430414057832,1,-1
2236,CA-2016-145849,2016-09-15,2016-09-17,Second Class,CT-11995,Carol Triggs,Consumer,United States,Indianapolis,Indiana,46203.0,Central,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,190.86,2016,9,5.251540174989108,0.6928820849392809,1,-1
2245,CA-2018-103380,2018-11-21,2018-11-25,Standard Class,BF-11005,Barry Franz,Home Office,United States,Pasadena,California,91104.0,West,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,9.02,2018,11,2.199444334074532,-1.1614464912098157,1,-1
2249,CA-2016-116092,2016-02-15,2016-02-18,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004.0,West,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",41.72,2016,2,3.7309806301325716,-0.23094769064169401,1,-1
2283,CA-2017-132143,2017-09-03,2017-09-05,First Class,FM-14215,Filia McAdams,Corporate,United States,Middletown,Connecticut,6457.0,East,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",48.16,2017,9,3.8745288010005656,-0.1437336943686639,1,-1
2326,CA-2016-105102,2016-09-15,2016-09-19,Second Class,BM-11575,Brendan Murry,Corporate,United States,New York City,New York,10035.0,East,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,79.872,2016,9,4.380425353306908,0.1636283553223612,1,-1
2332,CA-2017-155187,2017-09-24,2017-09-26,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Los Angeles,California,90004.0,West,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",41.7,2017,9,3.730501128804756,-0.2312390160327746,1,-1
2349,CA-2018-109701,2018-12-02,2018-12-03,Same Day,AM-10360,Alice McCarthy,Corporate,United States,Los Angeles,California,90032.0,West,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,9.024,2018,12,2.199887694755703,-1.1611771233971753,1,-1
2353,CA-2018-109701,2018-12-02,2018-12-03,Same Day,AM-10360,Alice McCarthy,Corporate,United States,Los Angeles,California,90032.0,West,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,10.08,2018,12,2.3105532626432224,-1.0939412515157398,1,-1
2365,US-2017-108637,2017-03-13,2017-03-18,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Waynesboro,Virginia,22980.0,South,OFF-AP-10004540,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",160.32,2017,3,5.0771718178965,0.5869430043250549,1,-1
2367,CA-2015-102295,2015-11-24,2015-11-26,Second Class,EH-13990,Erica Hackney,Consumer,United States,Sacramento,California,95823.0,West,FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",120.712,2015,11,4.79340754321135,0.4145394394090793,1,-1
2372,CA-2017-159940,2017-07-07,2017-07-11,Second Class,BF-11020,Barry Französisch,Corporate,United States,Aurora,Illinois,60505.0,Central,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,60.288,2017,7,4.099133078953898,-0.007273323317735492,1,-1
2383,US-2018-117534,2018-03-25,2018-03-26,First Class,CV-12295,Christina VanderZanden,Consumer,United States,Fresno,California,93727.0,West,OFF-AP-10002403,Office Supplies,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,176.04,2018,3,5.1707112419428904,0.6437737318141936,1,-1
2394,CA-2017-128111,2017-03-17,2017-03-23,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Malden,Massachusetts,2148.0,East,OFF-AR-10000588,Office Supplies,Art,Newell 345,39.68,2017,3,3.6808472824166723,-0.26140666183171873,1,-1
2396,CA-2016-137897,2016-11-14,2016-11-19,Standard Class,PJ-18835,Patrick Jones,Corporate,United States,New York City,New York,10035.0,East,TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,59.9,2016,11,4.092676505121403,-0.01119607344933793,1,-1
2406,CA-2018-108574,2018-10-07,2018-10-11,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Los Angeles,California,90045.0,West,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,128.744,2018,10,4.8578259365161935,0.4536774199185605,1,-1
2408,CA-2018-144589,2018-01-20,2018-01-25,Standard Class,TM-21010,Tamara Manning,Consumer,United States,San Francisco,California,94122.0,West,OFF-AR-10003631,Office Supplies,Art,Staples in misc. colors,24.2,2018,1,3.186352633162641,-0.5618413816633885,1,-1
2418,CA-2018-168655,2018-10-12,2018-10-18,Standard Class,ML-18040,Michelle Lonsdale,Corporate,United States,Albuquerque,New Mexico,87105.0,West,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,79.872,2018,10,4.380425353306908,0.1636283553223612,1,-1
2420,CA-2018-159597,2018-11-09,2018-11-14,Standard Class,MC-17590,Matt Collister,Corporate,United States,Coachella,California,92236.0,West,OFF-ST-10002289,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",63.56,2018,11,4.151984341668515,0.024836941839570782,1,-1
2424,US-2018-147669,2018-12-25,2018-12-30,Standard Class,SV-20935,Susan Vittorini,Consumer,United States,Fairfield,Ohio,45014.0,East,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,158.928,2018,12,5.068451269473,0.581644755847857,1,-1
2425,US-2018-147669,2018-12-25,2018-12-30,Standard Class,SV-20935,Susan Vittorini,Consumer,United States,Fairfield,Ohio,45014.0,East,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,13.023,2018,12,2.566717024985566,-0.9383066288025375,1,-1
2427,US-2018-147669,2018-12-25,2018-12-30,Standard Class,SV-20935,Susan Vittorini,Consumer,United States,Fairfield,Ohio,45014.0,East,OFF-FA-10002975,Office Supplies,Fasteners,Staples,39.312,2018,12,3.671529815778823,-0.2670675733969014,1,-1
2444,CA-2017-146934,2017-05-22,2017-05-27,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Passaic,New Jersey,7055.0,East,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,95.1,2017,5,4.554928969551344,0.26964961386398345,1,-1
2452,CA-2018-140949,2018-03-17,2018-03-22,Second Class,DB-13405,Denny Blanton,Consumer,United States,New York City,New York,10011.0,East,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,119.7,2018,3,4.784988612563928,0.4094244415538828,1,-1
2455,CA-2018-140949,2018-03-17,2018-03-22,Second Class,DB-13405,Denny Blanton,Consumer,United States,New York City,New York,10011.0,East,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,71.6,2018,3,4.2710950739666,0.0972037501375036,1,-1
2471,US-2017-135923,2017-01-22,2017-01-28,Standard Class,CM-11935,Carlos Meador,Consumer,United States,Fayetteville,North Carolina,28314.0,South,FUR-FU-10002107,Furniture,Furnishings,Eldon Pizzaz Desk Accessories,14.272,2017,1,2.6582995758376535,-0.8826648174134283,1,-1
2479,CA-2015-145212,2015-09-13,2015-09-19,Standard Class,DC-12850,Dan Campbell,Consumer,United States,New York City,New York,10011.0,East,OFF-AR-10002833,Office Supplies,Art,Newell 322,5.46,2015,9,1.6974487897568136,-1.466438448031502,1,-1
2484,CA-2018-126067,2018-08-28,2018-09-03,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,Seattle,Washington,98105.0,West,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",1137.75,2018,8,7.036807906896751,1.7775377261465464,-1,-1
2485,CA-2018-126067,2018-08-28,2018-09-03,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,Seattle,Washington,98105.0,West,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,99.68,2018,8,4.601965055039143,0.29822681522869565,1,-1
2492,CA-2015-113579,2015-12-13,2015-12-15,Second Class,KD-16345,Katherine Ducich,Consumer,United States,Los Angeles,California,90049.0,West,OFF-PA-10001457,Office Supplies,Paper,White GlueTop Scratch Pads,90.24,2015,12,4.502472787749749,0.23777938370724538,1,-1
2497,CA-2016-122371,2016-09-26,2016-10-01,Standard Class,BS-11800,Bryan Spruell,Home Office,United States,San Diego,California,92037.0,West,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",64.17,2016,9,4.161535811762424,0.030640024331915185,1,-1
2506,CA-2015-143917,2015-07-25,2015-07-27,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,San Francisco,California,94122.0,West,OFF-SU-10000151,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,8187.65,2015,7,9.010382200386374,2.9766007308241575,-1,-1
2523,CA-2017-124352,2017-10-15,2017-10-21,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,Oklahoma City,Oklahoma,73120.0,Central,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,5.5,2017,10,1.7047480922384253,-1.462003690447496,1,-1
2525,CA-2016-124541,2016-04-06,2016-04-10,Standard Class,TT-21220,Thomas Thornton,Consumer,United States,Houston,Texas,77041.0,Central,OFF-AR-10004078,Office Supplies,Art,Newell 312,42.048,2016,4,3.738811822862145,-0.22618977830188106,1,-1
2532,CA-2015-111500,2015-08-17,2015-08-21,Standard Class,DJ-13510,Don Jones,Corporate,United States,Little Rock,Arkansas,72209.0,South,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,17.96,2015,8,2.8881470628740535,-0.7430188870156663,1,-1
2564,CA-2016-110632,2016-03-17,2016-03-22,Second Class,HR-14830,Harold Ryan,Corporate,United States,New York City,New York,10009.0,East,TEC-AC-10000387,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,15.02,2016,3,2.7093826463359885,-0.85162883351257,1,-1
2569,CA-2018-148929,2018-09-07,2018-09-11,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,New York City,New York,10011.0,East,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",478.08,2018,9,6.169778082504398,1.2507658737716547,1,-1
2585,US-2015-155502,2015-01-26,2015-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304.0,South,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,187.98,2015,1,5.236335574192156,0.6836443914931015,1,-1
2596,CA-2018-149048,2018-05-13,2018-05-17,Standard Class,BM-11650,Brian Moss,Corporate,United States,Columbus,Indiana,47201.0,Central,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,914.97,2018,5,6.8188912778527735,1.6451404969909762,1,-1
2624,CA-2018-127180,2018-10-22,2018-10-24,First Class,TA-21385,Tom Ashbrook,Home Office,United States,New York City,New York,10024.0,East,TEC-CO-10004722,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,11199.968,2018,10,9.323666200136246,3.166939273080549,-1,-1
2640,CA-2018-108441,2018-06-12,2018-06-18,Standard Class,SB-20170,Sarah Bern,Consumer,United States,New York City,New York,10035.0,East,OFF-AR-10004691,Office Supplies,Art,Boston 1730 StandUp Electric Pencil Sharpener,64.14,2018,6,4.161068194265009,0.030355919070035563,1,-1
2667,CA-2017-111794,2017-10-01,2017-10-01,Same Day,HG-15025,Hunter Glantz,Consumer,United States,Amarillo,Texas,79109.0,Central,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,79.512,2017,10,4.375907953665704,0.1608837681005984,1,-1
2673,CA-2015-126403,2015-09-09,2015-09-12,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852.0,East,OFF-PA-10004665,Office Supplies,Paper,Advantus Motivational Note Cards,26.2,2015,9,3.265759410767051,-0.5135970720064378,1,-1
2682,CA-2018-127026,2018-01-21,2018-01-27,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,49201.0,Central,OFF-BI-10001196,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",89.52,2018,1,4.494462064003669,0.23291239566615546,1,-1
2692,US-2017-144211,2017-08-28,2017-09-02,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Englewood,Colorado,80112.0,West,OFF-PA-10002246,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",15.48,2017,8,2.739548868161581,-0.8333010711874896,1,-1
2695,CA-2015-143182,2015-10-15,2015-10-20,Standard Class,DL-12865,Dan Lawera,Consumer,United States,Hialeah,Florida,33012.0,South,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",15.384,2015,10,2.733328008286479,-0.8370806111612947,1,-1
2698,CA-2015-145317,2015-03-18,2015-03-23,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216.0,South,TEC-MA-10002412,Technology,Machines,Cisco TelePresence System EX90 Videoconferencing Unit,22638.48,2015,3,10.027406392254088,3.5945030248262113,-1,-1
2713,CA-2018-146031,2018-07-29,2018-08-01,Second Class,GM-14440,Gary McGarr,Consumer,United States,Troy,New York,12180.0,East,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,60.12,2018,7,4.0963425648847736,-0.008968725510273647,1,-1
2724,CA-2015-153479,2015-10-04,2015-10-08,Standard Class,DF-13135,David Flashing,Consumer,United States,Vallejo,California,94591.0,West,OFF-LA-10004689,Office Supplies,Labels,Avery 512,14.45,2015,10,2.670694414558441,-0.875134220461457,1,-1
2725,CA-2015-153479,2015-10-04,2015-10-08,Standard Class,DF-13135,David Flashing,Consumer,United States,Vallejo,California,94591.0,West,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,95.648,2015,10,4.5606747861015275,0.2731405369468976,1,-1
2737,CA-2016-115798,2016-11-13,2016-11-19,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Newark,Delaware,19711.0,East,OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",42.28,2016,11,3.7443141610020367,-0.22284678274071332,1,-1
2740,CA-2018-122707,2018-04-16,2018-04-18,First Class,EB-13750,Edward Becker,Corporate,United States,Hoover,Alabama,35244.0,South,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,477.24,2018,4,6.1680195090076,1.2496974364556779,1,-1
2741,CA-2018-122707,2018-04-16,2018-04-18,First Class,EB-13750,Edward Becker,Corporate,United States,Hoover,Alabama,35244.0,South,TEC-AC-10004227,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,25.98,2018,4,3.2573270112424533,-0.5187202530004141,1,-1
2760,CA-2017-146171,2017-03-11,2017-03-15,Standard Class,JP-16135,Julie Prescott,Home Office,United States,Columbus,Georgia,31907.0,South,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,481.32,2017,3,6.1765323295699615,1.254869477982292,1,-1
